rating,title
2,that is the reason It did not like me.
5,Good Emergency Phone
1,mine
1,phone
1,"Menu's hang, horrible software!"
1,Read the description carefully no bluetooth!
5,Five Stars
3,Three Stars
1,WRONG ITEM SENT
5,Great basic phone
5,Unbeatable Price - Go For This Phone!
1,This product is illegal
2,Doesn't start up right away
4,Nice little phone for what you pay
4,It's a fantastic phone...as long as you don't need a headset
4,Samsung a157 Gophone
1,Very Poor Phone & Service
5,Five Stars
4,very good
5,4 stars + extra star for price
1,not competitive
4,Excellent Phone -- Almost
5,Five Stars
1,worthless phone
4,Good purchase
1,Misleading Title
1,dont keep his word
4,meets/exceeds my needs
1,Junk
5,Ready to go
5,Awesome phone !
4,Four Stars
5,Works with Nextel Mexico
1,Doesn't work???
3,Want to love it but...
4,Tmobile service issue otherwise I love it!
5,This one is definitely worth looking into
4,-has a great camera -it is easy to use and understand (even ...
4,In love with it
5,Great Phone!
1,"Not the best Lumia, stay away"
2,The unforgivable flaw is no Windows update to 8
5,"A really Great Phone, very happy I went with Windows."
4,Generally a pretty good phone
4,As Advertised
3,Great phone if its not defective
1,"No correct product, no support ......"
1,DO NOT BUY THIS PHONE !!!!!!!! it is USED and NOT FACTORY UNLOCKED
4,Love it so far
4,my office on the go!
5,Love this phone!
5,Windows phone... Amazing!
4,Great Phone!
5,This phone is Excellent for What I need it for
4,Good smartphone with a nice design and great useability
1,"AT&T branded, unlocked. Many functions do not work properly or at all on t-mobile"
1,excellent i loved but the 5 days that was in ...
4,great handling good display and fast response
2,Missing parts
2,Liessssssssssssssssss
2,the camera saves it
5,Spectacular phone
5,Useful information on this phone
1,Probably not a real Nokia Lumia 900
1,not happy
1,A complete waste of money!!!
1,Stopped working!!!
5,Switch to Lumia!
2,Disappointed customer
1,this is anything but a smartphone
2,it’s not really good.
3,would refer this to a friend
4,Good
5,Great phone
1,PHONE SUCKS!! Don't buy!!!!!!
1,Speaker stopped working after a few days
4,Enjoy the phone
5,Just what I wanted
4,these phones are not new or refurbished just used
4,nice phone
2,Better to buy a low tier new phone than a mid-high tier old phone with outdated software.
2,Great Customer Service but Poor Phone
4,I don't like that it requires downloading apps to do just about ...
3,THumbs down for App lovers....
2,Video playing disconnect after few minutes and voice quality is not good..Comes with HTC charger
5,Very Satisfied
1,Not satified
1,garbage
5,The best cell phone a this price range.
4,"I was initially worried about this ""unlocked"" phone because when ..."
5,Great phone.
5,I am very pleased with the phone was for my partner and she ...
4,Nokia is the best for me
3,Good Battery Life
5,Issues only with my provider.
2,fake description.
5,TMOBILE LTE LOVE IT
4,Good phone!
5,Awesome phone and no problems with the service!
3,She hated every moment
1,Really disappointed
3,Back button is already sticking
5,SIMPLY THE BEST !
3,Three Stars
5,Good phone
5,"Phones Excellent, Shipping Not Good"
5,Good
1,Frustrated
5,Great
5,Great !!
1,Becarefull - Warning
3,Loved the phone but it did not work with my ...
1,One Star
2,I bought it but I didn't know how hard it's ...
1,Damaged Piece received
5,excelent
2,I loved this phone
5,Nokia Lumia 900 - Fantastic smart phone option
3,Three Stars
1,very bad
3,its ok but
5,Five Stars
1,Awful Experience
3,Not all features working
1,Not unlocked
4,Good phone
5,With stunning design
5,Five Stars
1,it is not factory unlocked
2,good afternoon! equipment problems
4,Nice phone for basic use
5,I love this phone.
1,lumia 900 problem
5,"Recommend it. Decent size 'buttons' easy to use, only replacing it because it got run over by a truck with one just the same."
4,"nice looking, very good screen and Zeiss lenses"
2,I been using Metro PCS and I never got problems with service and with this Lumina 900 the service is poor also to sending texts
5,Too good for app
5,Five Stars
1,Battery problems
1,Phone refuses to turn on!
1,Don't bother buying!
5,No problems
1,Caveat emptor!! Phone did not match description! ...
3,the delivery was excellent and the product was too
1,HATE IT
5,AWESOME phone just needs to be a Windows 8 to ...
1,Big deception
5,Celular
4,Very Good Overall
3,Ok.
4,Great purchase...should have come with headphones!
5,Acknowledgement
3,No sd card slot
4,I really like it!!!!!
3,NOT WHAT I EXPECTED
4,Phone performance
4,Amazing phone!!
2,Not what was expected
1,One Star
5,Five Stars
3,Not bad I guess.
5,Great Phones the Kids Love Them and Will Use them in East Africa.
5,Satisfied Customer
5,Five Stars
2,Two Stars
5,Unlocked and Brand New
5,Happy
1,I like Nokia. But the information in the description of ...
2,Two Stars
3,"Good afternoon, please I have a problem with the ..."
5,Five Stars
5,Five Stars
4,Nokia
4,The Unlocked is pointless
5,Five Stars
3,... have to sy that the phone is not that bad. The only thing that gets me mad some ...
5,Best phone i ever had
1,Am I wrong? should i be happy or upset???
2,Poor quality data cable provided and without Nokia packing.
5,Five Stars
5,Very happy with purchase...
5,Five Stars
5,Five Stars
4,Good at that price
5,Works great ...
1,I am not satisfied with what sent
5,Great
1,Not Sure about Nokia's marriage with Microsoft
5,perfect peice
1,Nokia lumia 900
5,Loved it! The case is super resistent
3,"battery defective, in 30 minutes i have to be charging."
1,Its just A&TT unlocked
5,Five Stars
5,Five Stars
5,exelente
5,exelente
4,Four Stars
5,Five Stars
5,Five Stars
4,it as good as its description and worth keeping it! Everything is amazing when I got this item.
4,great phone
1,Too bad
3,Three Stars
3,"Not Fully Unlocked, it's an At&T phone."
1,item not decoded
5,Five Stars
5,Five Stars
2,not a lumia girl
1,not unlocked
3,Disappointed!
4,Awesome
1,turns itself off
5,Five Stars
1,One Star
2,The phone is not what I thought it would be ...
5,Five Stars
4,Cell arrived in perfect condition however I do not get the color you ...
4,Great Windows Phone for the Price
5,Curious
3,finally got smart
2,the product has some defects
4,problem with colors in the skin
5,eduardo
5,Super Fast Delivery!
5,Five Stars
3,HELP
1,One Star
5,Love this phone!!!
1,Very disappointed
1,Absolute not a BRAND NEW ONE!!!!!!!
5,I can't believed it's used
4,the rest is good.
5,Perfection
5,Five Stars
5,Five Stars
5,Loving it
1,Wouldn't turn on
5,Just love the phone and awsome service (orderinstant(USA))
5,what I thing
5,The software was not good. The battery was damage
5,perfect phone i love it
1,Not unlocked phone - Disappointed with this purchase from BREED
5,Great product
5,Awesome Phone
3,Product Ear Piece
5,ups and downs
4,OK
5,FANTASTIC PHONE
5,Five Stars
2,Disappointed
5,great price fast shipping
5,perfection
1,Do not purchase products from this Seller!
1,Phone was not unlocked
1,Windows phone. Enough said. No youtube or instagram ...
3,thank you guys
3,bad product
5,carlos
5,Five Stars
3,The phone works but customer service is terrible
2,It doesn't keep charge
5,Five Stars
5,Five Stars
1,I hate it
5,Superb
5,Great phone
5,Great Product
4,it's good
5,In perfect condition!
1,IT IS NOT UNLOCKED
3,Is heavy
4,Four Stars
4,great phone
2,the device was no good
1,"Old model, high price."
1,DO NOT BUY IT!
5,Nokia Lumia 900...an owner review for the everyday person.
5,Five Stars
4,Four Stars
4,I do like it
5,super fast
5,luisalfocata@gmail.com
5,Excellent.
1,Bad phone never buy it
1,"This phone was AT&T one but it was mentioned as factory unlocked at the time of purchase. Also, doesn't look as a new phone. Pre"
2,Am disappointed with this product
4,Is a nice cellphone
3,I am having problems to get some services on my ...
1,llego malo el telefono.....
1,DO NOT BUY THIS PHONE!!!!!!!!!
1,order # 108-2608509-7165038
5,nokia
5,Great purchase
4,so good..
1,One Star
5,magnificent
1,One Star
5,Excelent Price
2,Two Stars
1,this one star is not for the seller!!!!!! it is for the Nokia!!!!!!!!!!!!!!
1,dissapointing
5,Five Stars
1,Very bad product. it was awful and nothing worked
1,One Star
5,Perfect!! (Nokia Lumia 900)
4,Four Stars
4,no good apps
5,Five Stars
1,wrong advertised product.
3,Okay with a few issues
5,I think not too bad ，but to be honest ，i really don't know how ...
4,Nokia Lumia 900
4,the best ever
2,not what i was expecting :l
4,window phone better than iphone
5,Five Stars
5,nokia lumia 900
5,Five Stars
3,Good experience with Amazon customer services
1,Problem with the phone voice receiver
1,Got a used one though ordered for New
2,The apps on the phone don't work. That's a ...
5,Better than expected
5,Spectacular is the Nokia lumia 900
5,Great
3,just nice
5,good product.
2,Some features do not work according to description.
5,Great phone!!
3,not the best
5,Great mobile piece
3,Three Stars
5,Five Stars
1,Phone NOT unlocked
5,Five Stars
1,One Star
5,Awesome phone!
3,Value for money
3,false advertisement
5,i liked the way hvac80 handled the matter.
4,"Phone's good as described. However cannot be turned on normally due to battery drained out, I had to open it & boost it."
5,"Nokia Lumia 900 16GB Unlocked GSM Phone with Windows 7.5 OS, AMOLED"
5,RELIABLE PRODUCT
5,Good choice!!!
1,One Star
5,I am so happy
4,"Great Phone, worth the price!"
5,READ THIS
3,"disturbing, hangs a lot and at&t"
1,Big probem with lumia 900.
1,I hate it
3,What to do.
5,nokia lumia 900
1,returned it.
5,great phone
1,Limited functionality
3,it is okay
4,lumia 900
4,lumia900
5,l love my nokia
5,working very good for me l will ask you jist to take a close look.l believe you will love it too
3,Phone is not that great.
1,nokia
2,Two Stars
1,This is a useless phone now
3,"Great screen, not fully functional on other newworks"
5,great
1,One Star
3,Nokia Lumia 900 is FINE but Seller and Amazon is Superb!!!
3,It was not a new phone
4,"mobile equipment excellent, I loved it and I enjoy it"
1,Don't buy it
5,I love this cellphone I love Nokia!
1,Peice of s*** phone
1,not the phone that i expect
5,Five Stars
5,It's an amazing device.
5,excelente
5,what i think about my new phone
5,Amazing Phone!!!
4,espectacular
5,excellent phone
5,Bess buy
2,It didn't good because Battery doesnt last more then 2-3 hours
1,its horrible
2,Nokia lumia 900 not detecting SIM in india.....not sure why .....I installed micro SIM but not working...Can any one suggest ..
5,Five Stars
5,responsible 100%
1,One star
5,Five Stars
3,Just okay.
5,Henry Pulgar
4,"Very complete product, just as I was expecting"
4,Quality Phone from a personable company-wireless extra
5,connecting us
4,okay but....
2,they lie whan they say its new .IT IS NOT NEW.a lot of old pics in phone memory dating from 2010
5,Five Stars
1,This purchase has been awful
5,Great
2,not please
4,Great product for great price
4,Four Stars
4,He says it's awesome!
5,Five Stars
5,Excellent Smartphone
1,LCD Screen blocked three times since I pruchased it
4,Four Stars
4,Great phone!
4,... b4 and that is why I bought another just like it. I know it is unlocked but I ...
5,Five Stars
2,Two Stars
1,One Star
3,Three Stars
5,Great phone.
5,nokia lumia 900
1,Not New !
4,Lumia 900 Unlocked
1,JOYCELLS Amazon Fulfilled Seller
5,Five Stars
3,Three Stars
2,"Phone was used, not manuals not unlocked"
5,Five Stars
5,Five Stars
5,great smartphone for the price
3,HeadSet
3,Three Stars
1,nunca recibi
4,Four Stars
5,Five Stars
5,Five Stars
1,One Star
5,nice phone
5,Five Stars
5,Five Stars
5,I love it
5,Five Stars
5,Five Stars
5,Five Stars
5,Five Stars
5,Five Stars
5,Five Stars
5,Five Stars
4,Four Stars
5,Excellent Mobile
5,Five Stars
5,Totally in love 😍
5,Nokia!
1,you sold me a fake
2,Not compatible with T-mobile pre-paid data plans
5,excellent product
1,Died on Me.
1,Nothing but problems with my order..
1,Frame it to hang on the wall like a painting
3,Nokia and microsoft collaboration...
3,"Nice phone, but unreliable due to battery life."
2,New Refurbish Unlocked ATT phone
1,Phone Shuts Off After Calls
3,"Nokia Lumia 900 16GB Unlocked GSM Phone with Windows 7.5 OS, AMOLED.."
4,Very nice product
5,Excellent phone
2,Two Stars
1,Not happy with service and product
2,Don't use Tmoblie with this At&t phone
3,Unsure
3,nokia
3,Three Stars
1,wrong colour
5,Five Stars
1,Completely disappointed
1,NOT GOOD
3,Not so great
3,Bad accessories
5,Five Stars
4,Great
2,false advertising
5,Wonderful Nokia phone
1,"not factory unlocked, not even unlocked"
3,no headphones
1,Sometimes the phone hangs and shuts down itself/ has at&t logo on the phone/only some very specific head sets work on these
1,didn't work correctly
5,nokia lumia 900
5,Five Stars
1,Nokia Lumia 900
5,THE PHONE IS GREATTTTTTTTTTTTTTTTTTTTTTTTT
1,i did not get promited cell
4,Pretty sturdy
1,Lied.
1,I did mistake of doing business with Tablet Distributors - Damaged/Used phones.
5,Five Stars
2,i dont like it
4,Four Stars
5,good
1,open group wireless sells defective electronics
4,Telefone
3,HONOR & INTEGRITY in advertisement..... a thing of the past
4,ring tone
2,Dissatisified
1,One Star
3,Nokia Lumia 900 Black Factory Unlock
1,One Star
2,Since I am not sure of the cause:((
4,Four Stars
1,One Star
5,Five Stars
1,This phone is crap.
5,great phone
5,Five Stars
5,Five Stars
1,it says their selling it brand new and when I ...
5,I Love It
1,the product is very run !
3,bad battery
1,Beware!
1,service is awfull........
1,Not satisfied by the Amazon services.
5,GREAT PHONE...
1,Does not take all sims
2,First impression is the last impression
1,this phone
2,my worst buy
3,This phone is not unlocked!!
4,Not an unlocked phone - Sold by: BLUTEKUSA
1,"The phone looks nice but its defective . sounds rebound and not just that , but they company sells you used phone."
1,"The cell is not new, I sold a used cell"
5,Great
1,Do not buy
5,My first Windows Phone! Amazing experience!
5,I'm In Love Lol!
1,You can't spell Windows technology without sh*t.
3,Nice phone with issues
2,Nokia Lumia 900 wp7 - a set back in evolution
2,Terrible Windows phone.
1,Windows Phone = NO
1,Great Looking Phone Just Didn't Work.
4,A good phone; but it is att.
4,thanks
4,"Fast and Sexy -- yet, somewhat blonde"
2,disaponting nokia
1,"Be prepared to order an actual new phone that works, if you buy this one."
2,Continuous problems and lacks support
5,Amazing experience!
3,Not an unlocked phone
5,The best phone for a student!!
1,Complete Garbage
5,"works great, unlocked, great price"
5,Nokia Lumia 900
2,Not the iPhone killer still...
1,Worst phone ever
2,Two Stars
5,Great!
4,Excellnt service by Ross Cellular
1,Nokia Lumia Review
5,Absolutely the best
5,I am very pleased with my purchase and I would definitely recommend it ...
1,Get another phone
2,color rubs off
2,I wish I didn't buy this phone
2,two star
2,The Product is Pathetic
3,Not the best
5,everything perfect
5,its good
1,liar liar liars
5,Great Phone
5,Five Stars
5,Thanks
2,Nokia Lumia 900 wp7 a set back in evolution
1,techs don't buy
1,One Star
5,Awesome
5,Five Stars
2,To bad for this phone
5,Five Stars
5,Five Stars
1,One Star
2,WiFi Does Not Work
1,IM REGRETING
1,Can u please help me how to connect to the ...
5,Five Stars
4,Nokia Lumia 900
1,One Star
3,Three Stars
5,Nokia Lumia 920
1,can I use this phone with T MOBILE
5,Great!
4,"Great Phone, few hang ups"
2,There is problem in it Caller to my phone hears ...
2,Nokia Lumia 900 wp7 a set back in evolution
1,The Lumia 920 Failure
1,Windows does not make a SMART phone
1,Poor Customer Service
5,First shot at living the unlocked life
1,It is a Windows phone teethered to AT&T not unlocked
4,Good Phone
5,nice cheap introduction to windows phone ...
2,Disappointing overall :(
5,these 900s are absolutely great phones with a great smaller and thin form factor
5,Awesome wndows 7.5 phone works in Afghanistan
3,Very nice looking celphone
5,GREAT unlocked phone not pricy lol - We are extremely happy! :D
5,Great phone
3,So / So
5,Don't Listen to the Haters
1,stay away
1,Not as advertised
2,This is my first smart phone. I purchased this one simply because it ...
5,this is great(if u have att)
4,If you had doubts about this phone please don't its great!
5,Nokia Lumia 900
3,"Beautiful, Package and Cellphone in perfect conditions!"
1,"awful, awful battery life"
4,avoidable dissatisfaction
5,iCloud users BEWARE
4,Works fine
1,"The phone has a defect, the microphone it's not ..."
5,I love it so far.
5,Nokia Lumia 900 16GB Unlocked
5,Nokia Lumia 900
1,Please be careful with this seller!!
5,Best phone for the price
4,Very cute selfphones
5,Great product!
4,Very good phone for the price
2,Returned this item
3,Nokia Lumia 900
4,"Great phone, but not unlocked."
1,so it was useless to me after i got to africa with it
5,love this phone
4,Great simple smartphone
1,Murphy's Law
5,Nokia Lumia 900 Unlocked
2,Not unlocked
5,excelente
5,Great Starter Windows Phone
1,When I found this phone it said there was a ...
5,ITs a great price for a very good phone
5,This phone is beautiful
5,Great Phone and camera
5,Wow!
3,"Nice phone, but with limitations"
1,No good!
1,lost money and disappointed.
4,Four Stars
5,good fone
1,Disappointed much!
5,Excellent phone for its value
5,Five Stars
5,great phone... thanks... : )
1,Not happy that it was falsely advertised and window 7
1,The description is not correct
3,"i love you nokia,but...."
5,Five Stars
5,Five Stars
4,Four Stars
5,Great phone!!!
1,One Star
4,value for money
2,Basic function compromised
1,After couple months your phone will stop charging.
4,It is a windows phone and I dont like that it is not compatible with many apps i ...
3,It's okay
2,Two Stars
5,Awesome
2,not so so
5,I love it!
1,Serious Phone problems in the 3rd month
3,if u use for At&T work Ok. for T-Mobil ...
4,good celular
5,Five Stars
1,Deficiente
5,Good
1,The phone didn't work!! I does not charge.
5,Five Stars
5,Nokia designs the best and most beautiful phones
5,Bought to replace the same model phone.
5,Five Stars
5,I LOVE IT
5,Excellent Product
3,Nice phone but Windows OS is cumbersome
4,Great phone
5,very good product
5,EXCELLENTO PHONE
4,very good phone and solid....
4,taking picture
1,Bad experience
5,very pleased
4,No instructions
4,Four Stars
5,looking for good phone order this ome
5,Five Stars
3,Not What I Thought
5,g
5,Five Stars
5,telefonos
5,Great unlocked phone
5,Nokia Lumia 900
3,Three Stars
1,One Star
3,gift
5,Five Stars
5,need a new phone
5,Excellent
5,Five Stars
5,Five Stars
5,Five Stars
1,dosnt work
5,nice phone
3,Not a bad deal...
4,great phone
5,Five Stars
3,"Beautifull phone, but system not friendly"
5,excellent
5,Five Stars
5,Five Stars
5,Five Stars
5,Five Stars
5,Five Stars
3,Nokia Lumia 900 Factory Unlocked
5,Excellent Product
5,Awesome
5,Five Stars
3,Three Stars
5,will be very disappointed if I obligated to replace it within a few ...
5,Great Phone
1,IT ARRIVED LOCKED TO AT&T
5,Amazing product
5,Five Stars
4,Four Stars
4,Four Stars
5,Five Stars
1,Decepcionado
4,Four Stars
5,Five Stars
5,Five Stars
1,ugly windows phone.
5,Five Stars
3,"God product, but not unlocked"
5,Beautiful phone for girls!
3,very bad ear microphone
5,Five Stars
5,Five Stars
5,Five Stars
1,purchased it from JOYCELLS
5,Excelente mi nokia
5,Nice and wonderful nokia phone
5,Five Stars
4,Four Stars
5,Five Stars
5,Great
1,Dont Buy
5,Five Stars
5,Five Stars
1,One Star
1,One Star
5,Five Stars
1,PHONE DID NOT LAST!!!
1,Please please dont buy this product. after 20 days ...
3,"Great Phone, but Limited to AT&T Network"
4,"excellent product, good performance, nice"
5,Five Stars
3,lame
5,Five Stars
3,"i use t-mobile, don't get data when LTE is on, but 4G works."
5,Good Windows Phone
5,Five Stars
5,Excelent
4,Really good product
5,Five Stars
1,the telephone is not unlock.
1,Scam
5,Thx you
5,Five Stars
4,Four Stars
5,Amazing
2,No happy birthday.
5,Such a GREAT PRICE!.
3,Three Stars
5,Five Stars
5,"Great Seller, great phone"
1,this phone I bought it new and it last 2 ...
5,Five Stars
3,texting picture does not work.
1,Defective
5,Five Stars
5,Buy Rating
3,This is good deal.
5,Five Stars
1,Great temp Phone
4,look is very slick
4,Four Stars
5,wonderful phone
5,Five Stars
2,Best phone for a Boy Scout
5,Five Stars
5,great
5,Loving It
3,Very frustrating
5,Nice Phone
5,Five Stars
1,its not a new phone as describe
1,Deceptive marketing
1,One Star
5,Five Stars
5,Five Stars
5,Five Stars
5,AWSOME
5,Five Stars
5,Five Stars
1,Phone is defective
1,This Product SUCKS and the SELLER IS A LIAR
4,my opinion of the product
4,Four Stars
5,EXCELLENT
5,Five Stars
5,GOOD
2,The camera is awful.
5,all good excellent service
4,Love this item!!
5,perfect phone
1,Don't buy this phone
5,Best deal if you know what you need
4,"great phone, its not fun, more 4 the grown n productive"
5,Good bet
5,Ok
5,Five Stars
5,love it
1,"NOT AGREE TO THE PRODUCT PURCHASED, TOTAL DECEPTION"
5,Five Stars
5,great phone
1,One Star
5,Good
4,otherwise it is a good
1,One Star
5,I am impressed!
5,Five Stars
3,Seller Title is not clear
5,Five Stars
1,Battery won't charge over 40% full
5,Five Stars
5,Five Stars
4,Four Stars
4,Four Stars
5,feels great in my hand
5,Five Stars
5,Five Stars
5,Five Stars
5,Five Stars
5,i love me
5,Five Stars
3,friend bought it not what we expected
5,Five Stars
5,Five Stars
3,Three Stars
1,Not New!
3,Three Stars
5,Five Stars
5,Five Stars
4,Four Stars
5,excelent excelente
5,Five Stars
5,Excelente y satisfecho con el producto.
2,Not factory unlocked. AT&T phone that is unlocked and sold.
5,good phone
1,faulse advertisement
5,It was great
3,Three Stars
4,Nokia lumina 900
3,LOVE this phone
2,Not Unlocked
5,love it
1,not recommended
1,I hate this telephone
1,blue tooth not working
5,Great cell!
3,good but not enough
4,Buy from here!
5,Nokia Lumia Unlocked
5,fast and functional phone
5,Five Stars
4,PRODUCTO EVALUADO
1,Not a good phone
2,I LIKE IT BUT
5,Five Stars
3,Wrong information
5,Five Stars
1,Customer Deception
1,DO NOT BUY THIS PHONE FOR NET10
5,Great Phone
3,good phone
5,Five Stars
1,i bought it from this seller and now today after 5- 6 months i am having a serious problem.it is not showing any signals. locked
5,good phone!
5,very good
5,Five Stars
4,It's not unlocked!!!
5,I like my Lumia 900!!!!
4,"LUMIA 900 A STORY,AN A TALE OF A UNREASONABLE SERVICE PROVIDER !!!"
5,Item description meets my expectation
5,Five Stars
1,Bad Battery
5,Five Stars
5,Five Stars
1,Ordered 3/21/2013 Today 3/27/2013. HAS NOT SHIPPED YET??
1,very bad
4,The description is not correct
2,Nokia Lumia 900
2,Does not come with phones and is not an Android Cellphone
3,A very reliable phone but it's setbacks are many.
5,Great Phone!
1,Smart Phone with Issues
1,"Easy to use, limited apps, LOUSY Camera! Avoid Nokia"
3,Not impressed with the camera!
5,Nokia is still one of the best.
3,Great phone but limited by the OS
5,Incredible phone! Beats all iPhones! Stunning
2,"Good camera, but short on the apps"
3,Bad
2,it sucks
1,"Fantastic phone at first, then it became junk..."
4,i love it
5,Best looking and most feature rich cheapest smartphone in the world right now
1,Don't buy this phone with Windows 8 and battery dies!
4,Happy with this Phone
3,Disappointing battery life.
5,"Nothing but a great product, totally recommended...do no think twice before buying this product since you will not regret it."
5,its a great phone!
5,Five Stars
5,Great phone. User friendly
5,Five Stars
5,"excellent, works perfect with digitel in"
5,A New Beginning for Nokia
5,Best smartphone I have ever used
5,Five Stars
1,One Star
4,Love the phone
5,Five Stars
3,Three Stars
5,Five Stars
5,Five Stars
1,NOT UNLOCKED !!!!!
5,Nice phone excellent
1,I did not like the phone do to its camera
5,Five Stars
4,Eficent
4,Four Stars
5,easy grip
5,Five Stars
4,Four Stars
2,Two Stars
5,Great gift.
5,Five Stars
2,Two Stars
4,does it has a space for sum card
5,Five Stars
1,What is android 2. something? No sd slot ...
4,AT&T Phone
4,"Buyer beware, imported goods!"
4,Nice phone but...
1,Awful battery life
5,As described
5,Simply a phone
5,My order arrived missing a power cord. E.Deals.2013 did promptly resolve the problem for me and I was impressed.
4,Perfect for me
3,CAUTION for non-Verizon users
4,Simple
5,I needed a replacement phone.
5,Perfect For My Needs
5,Fit my needs nicely.
5,I would like a manual as I might use some of the ...
2,Two Stars
3,For what it is all is good. Was a replacement for technically challenged mother in ...
3,Not the phone described
5,Five Stars
5,Five Stars
2,The carrier expectations didn't meet my own.
5,Works good.
3,the phone works and is in great condition.
5,Five Stars
5,Five Stars
2,Didn't do the job
2,Pre pay only
1,Did not work for me
4,Adequate product.
2,Was no as advertised
1,cannot be used on a post-pay plan
3,Phone
2,Does not work on PagePlus as advertised
1,One Star
1,track phone
4,Works just as described
1,Cannot be used as a contract phone for 6 months!
5,Five Stars
1,sorry but sending back
4,4 star
1,Prepaid phone
5,Five Stars
5,Five Stars
5,GREAT BASIC PHONE
1,Verizon makes you feel like an unwanted Stepchild if you use this phone
2,Extremely Poorly Designed Flip Phone
5,Me Gusto my friends!
1,Phone Didn't Work From the Get-Go
3,Did not work
5,good basic phone
1,Disappointing phone
1,AVOID AT ALL COST
5,"Great, Inexpensive Phone!"
1,"When I received the phone, turned it on, ..."
3,It does what it's designed to do!
3,NOT unlocked for Page Plus: misleading description
5,Love the phone
5,Five Stars
5,Not a stupid phone!
5,works great
4,basic
5,Working fine.
5,Cellular phone review.
5,I received in good condition as new but have not used it yet
5,Love it.
5,Love it!
5,It's a real nice phone but it don't work with my plan I ...
5,I love it
5,I am pleased.
1,One Star
1,One MAJOR flaw
5,A lot cheaper than a smart phone and good for voice and text
1,PRE-PAID CARD PROBLEMS
4,Great Value!
3,Phone keeps shutting off. Piece of junk.
5,Five Stars
1,An EOL unit with questionable reliability
5,"I really love this phone, just hate Verizon...."
5,"Easy to use, attractive, and zippy"
4,Not bad for my uses.
1,Bad serial number
4,Good replacement phone.
4,Good quality
1,DAC Enterprises and Motorola have both failed miserably!
5,Very nice budget replacement for any phone...
4,This has got to be one of the very best inexpensive smartphones on Amazon right now
5,Great phone!!
5,Fantastic great little phone...
3,Way to amall
5,Speedy Little Phone
1,I would not recommend the refurbished product to other buyers
4,Great little phone for the price.
2,The speakers went out after 1 month and of course ...
1,"Don't buy it, dangerous product"
3,"Little pricy for the year and model of phone, but does work pretty well"
1,No Verizon sim card would work.
1,One Star
3,Returned
1,One Star
3,I don't like it as much as I loved my poor Droid ...
5,Retraction for first Comments
1,No bueno
5,"Great phone, even after 7 months"
4,Great Price
4,Battery Life and Camera are a Yes
1,Don't Get It Refurbished
1,Product did not work on arrival. Due to being ...
4,Smart phone fits my hand and doesn't fall out of my shirt pocket.
1,Very disappointed
2,New or refurbished...?
2,The phone was great.. was purchased as verizon copatable
5,Five Stars
4,All in all seller was great and deserves 5 stars but phone itself would be ...
2,phone OK post NOT GOOD it turns reboots all the time and some times ...
5,Five Stars
5,Five Stars
1,too small
1,One Star
5,Five Stars
3,"Arrived on time, seems to work. SIM was removed."
3,Works well but cosmetically i would've said it was more ...
1,Buyer beware
1,No Good!
4,Good little phone.
5,Five Stars
1,I believe these are refurbished!
2,I was a sucker.
1,scam popes up to send money to blah blah blah as a fine for missuse of blah blah blah somthing somthing
5,"Very nice phone, easy to keep in your hand vs. large phone,"
4,Four Stars
5,As advertised - and that's a good thing.
4,Four Stars
5,Good buy. arrived on
4,... a replacement for one that I just had just like it which unfortunately broke the night before I purchased ...
5,AN AMAZING PHONE
5,Five Stars
5,Five Stars
5,Five Stars
4,Love this phone so far
5,Five Stars
1,worthless razr m
1,Not Happy
4,It works just like a Samsung Galaxy S4 that was stolen from me
1,Just missed the 30 day warranty
1,Damaged
5,best company to buy from mango wireless
2,pass it on by. Not worth the money.
5,very expeditiously and been a nice phone for me so far
5,Recommend
4,Four Stars
1,Frustratingly laggy 👎
5,"Great product, fast shipping."
2,The phone was in perfect condition. But the phone will randomly shut off ...
5,Five Stars
3,Three Stars
3,Pretty Good
3,... does not work for the phone so that was lame but the phone works fine
1,One Star
5,Works great. I've had it for a while and have ...
5,droid razr m best phone ever!!!
5,Five Stars
1,One of my worst buys
5,The only issue that we are having is the sd ...
5,Five Stars
4,I love my phone
4,I have enjoyed the new phone and it has worked very well
5,Five Stars
4,Very fast I'm happy with it
5,Five Stars
5,Great
1,not my favorite phone
4,Four Stars
5,Five Stars
1,One Star
1,Waste of time and money
4,Four Stars
5,Five Stars
5,Five Stars
5,Five Stars
1,One Star
5,I like this phone
5,Five Stars
5,Five Stars
5,Five Stars
1,One Star
1,Very disappointed.
1,This phone was a piece of garbage. I ordered it as a Christmas present
5,Five Stars
5,"It was in excellent condition, came quickly and works great"
5,Great
1,Phone will not turn on or do Anything!
4,Good
4,Four Stars
4,Four Stars
5,Five Stars
4,very satisfied with my purchase.
3,Three Stars
1,One Star
4,Everything worked out great. I had to replace a broken one Enjoying ...
5,Five Stars
3,"Overall, NOT happy."
3,... on it but other the this it is working fine..
5,Five Stars
5,Five Stars
4,Four Stars
4,Four Stars
5,Five Stars
5,love it
2,Two Stars
1,Terrible phone life and equipment!!!
4,Satisfied with purchase
1,BUYER'S BEWARE!!!
5,Five Stars
3,Three Stars
1,One Star
4,Four Stars
4,Four Stars
5,Five Stars
5,Five Stars
4,Four Stars
5,Five Stars
5,great phone
1,JUST TERRIBLE
1,this is a very​ bad purchase. It will cost you more in the ...
5,good
4,Four Stars
5,Five Stars
5,Five Stars
5,Five Stars
3,Short Term Secondary Device
